time,left effort,right effort,x accel,y accel,z gyro,y head,y tail
137625,0,0,1.36479,-2.608924,-50.38461,148,0
137827,0,0,6.73279,3.247076,19.61539,146,20
138032,0,0,6.24479,6.175076,19.61539,146,58
138266,0,0,5.26879,4.711076,19.61539,146,4
138490,1.0303,0.9760902,-36.69921,228.2151,10239.62,146,0
138697,0,0,-26.93921,-159.7449,17169.62,136,98
138904,0,0,11.61279,17.39908,-120.3846,154,94
139111,0,0,8.196791,-0.1689243,-50.38461,140,96
139315,0,0,3.316791,1.295075,-50.38461,140,94
139539,0,0,3.316791,2.759076,-50.38461,238,88
139775,0,0,3.80479,0.8070755,-50.38461,92,72
139980,0,0,4.29279,2.271076,-50.38461,138,84
140185,0,0,3.316791,-1.144924,19.61539,132,94
140390,0,0,-0.09920979,-1.632924,-50.38461,148,88
140594,0,0,4.29279,-2.120924,19.61539,132,96
140819,0,0,1.85279,-0.1689243,-50.38461,222,100
141021,0,0,3.316791,-0.1689243,-50.38461,58,0
141224,0,0,3.80479,1.783075,19.61539,148,20
141427,0,0,0.87679,0.8070755,19.61539,46,2
141632,0,0,6.73279,-1.632924,-50.38461,40,0
141855,0,0,3.316791,0.8070755,-50.38461,40,0
142057,0,0,2.82879,0.3190756,-50.38461,26,0
142262,0,0,1.85279,0.3190756,19.61539,152,0
142467,0,0,4.78079,1.783075,-50.38461,30,0
142671,0,0,2.34079,1.295075,-120.3846,54,6
142892,0,0,3.316791,-1.144924,19.61539,62,0
143097,0,0,2.34079,0.3190756,-50.38461,150,0
143328,0,0,1.85279,-2.120924,-50.38461,46,20
143532,0,0,1.85279,-1.144924,19.61539,26,0
143764,0,0,3.80479,0.8070755,19.61539,154,22
143970,0,0,2.34079,1.783075,-50.38461,142,22
144193,0,0,1.85279,1.295075,-50.38461,52,18
144399,0,0,2.34079,1.783075,19.61539,20,0
144602,0,0,2.34079,-0.6569242,-50.38461,38,0
144806,0,0,1.85279,-0.6569242,-50.38461,42,4
145009,0,0,2.34079,-0.6569242,-50.38461,30,0
145231,0,0,1.85279,0.8070755,19.61539,38,2
145468,0,0,2.34079,0.8070755,-50.38461,36,0
145671,0,0,4.29279,0.8070755,19.61539,60,20
145874,0,0,3.80479,1.295075,-50.38461,148,38
146077,0,0,3.80479,-0.1689243,-50.38461,40,0
146283,0,0,1.36479,-0.1689243,-50.38461,40,0
146506,0,0,-0.5872097,0.8070755,-50.38461,30,0
146712,0,0,3.80479,-1.632924,-50.38461,22,0
146915,0,0,2.34079,-0.6569242,19.61539,54,18
147117,0,0,2.82879,1.295075,-50.38461,38,0
147322,0,0,2.34079,-0.6569242,19.61539,40,2
147545,0,0,1.85279,0.8070755,19.61539,52,0
147749,0,0,2.82879,0.8070755,-50.38461,150,54
147953,0,0,4.29279,1.783075,-50.38461,40,0
148156,0,0,0.87679,0.3190756,-50.38461,150,20
148361,0,0,2.34079,-1.144924,19.61539,152,42
148583,0,0,2.82879,0.3190756,-50.38461,20,0
148790,0,0,2.34079,1.295075,19.61539,30,0
148992,0,0,1.36479,0.3190756,-50.38461,40,0
149195,0,0,2.34079,1.783075,19.61539,50,16
149400,0,0,3.316791,0.3190756,19.61539,58,0
149622,0,0,4.29279,0.8070755,-50.38461,30,0
149824,0,0,2.34079,0.8070755,-50.38461,38,2
150028,0,0,4.78079,0.8070755,-50.38461,34,0
150231,0,0,2.34079,0.8070755,19.61539,24,0
150434,0,0,2.82879,-0.6569242,-50.38461,40,0
150657,0,0,1.36479,-1.144924,19.61539,150,26
150862,0,0,1.85279,-0.6569242,-50.38461,38,0
151066,0,0,0.87679,2.759076,-50.38461,24,0
151269,0,0,2.82879,0.8070755,-50.38461,150,28
151473,0,0,-0.09920979,3.247076,-50.38461,150,30
151696,0,0,-1.07521,0.3190756,19.61539,26,0
151902,0,0,2.82879,0.3190756,-50.38461,24,0
152106,0,0,3.80479,-1.144924,-50.38461,26,0
152308,0,0,3.80479,-0.1689243,89.61539,150,0
152512,0,0,1.36479,-0.1689243,-50.38461,150,24
152734,0,0,2.82879,0.3190756,-50.38461,54,16
